Giocatore,Index,Avversario,Campo,Top
Niakhate Ndiaye,56.9,como,trasf.,
Nadir Zortea,56.8,napoli,trasf.,
Luca Ranieri,56.8,venezia,trasf.,
Tiago Gabriel,56.6,monza,casa,
Danilo Veiga,56.5,monza,casa,
Mariano Troilo,56.4,como,trasf.,
Marin Pongracic,56.0,venezia,trasf.,
Joël Schingtienne,55.8,fiorentina,casa,
Juan Cabal,55.4,sassuolo,trasf.,
Corrie Ndaba,55.3,monza,casa,
Marco Palestra,55.3,atalanta,trasf.,
Devyne Rensch,54.9,torino,trasf.,
Thomas Thiesson Kristensen,54.6,inter,trasf.,
Sascha Britschgi,54.5,como,trasf.,
Stefan de Vrij,54.5,udinese,casa,
Denzel Dumfries,54.0,udinese,casa,
Enzo Ebosse,53.8,inter,trasf.,
Francesco Acerbi,53.7,udinese,casa,
Raoul Bellanova,53.6,cagliari,casa,
Ignace Van der Brempt,53.0,parma,casa,
Mathías Olivera,53.0,bologna,casa,
Lorenzo Lucchesi,52.9,lecce,trasf.,
Filippo Romagna,52.7,juventus,casa,
Aarón Martín,52.7,frosinone,casa,
Zachary Athekame,52.5,lazio,trasf.,
Jordan Zemura,52.5,inter,trasf.,
Guillermo Maripán,51.9,roma,casa,
Fabiano Parisi,51.9,venezia,trasf.,
Martin Vitík,51.8,napoli,trasf.,
Estupiñán,51.7,lazio,trasf.,
Sam Beukema,51.6,bologna,casa,
Alberto Moreno,51.5,parma,casa,
Pasquale Mazzocchi,51.5,bologna,casa,
Alessandro Di Pardo,51.4,atalanta,trasf.,
Berat Gjimshiti,51.2,cagliari,casa,
Konstantinos Tsimikas,51.1,torino,trasf.,
Woyo Coulibaly,51.1,juventus,casa,
Matteo Darmian,51.0,udinese,casa,
Manuel Lazzari,51.0,milan,casa,
Tarik Muharemovic,50.8,juventus,casa,
Niels Nkounkou,50.7,roma,casa,
Juan Jesus,50.7,bologna,casa,
Patric,50.4,milan,casa,
Kialonda Gaspar,50.4,monza,casa,
Miguel Gutiérrez,50.1,bologna,casa,
Viery,50.1,venezia,trasf.,
Robin Gosens,50.0,venezia,trasf.,
Lorenzo De Silvestri,49.9,napoli,trasf.,
Cristiano Biraghi,49.9,roma,casa,
Rui Modesto,49.7,inter,trasf.,
Jan Ziólkowski,49.6,torino,trasf.,
Alessandro Buongiorno,49.6,bologna,casa,
Alessio Romagnoli,49.5,milan,casa,
Isak Hien,49.1,cagliari,casa,
João Mário,49.1,venezia,trasf.,
Honest Ahanor,49.1,cagliari,casa,
Alessandro Zanoli,49.1,inter,trasf.,
Alberto Dossena,49.1,atalanta,trasf.,
Fikayo Tomori,49.0,lazio,trasf.,
Angelino,48.9,torino,trasf.,
Jean Onana,48.9,frosinone,casa,
Nicolò Casale,48.8,napoli,trasf.,
Valentino Lazaro,48.7,roma,casa,
Mathias Løvik,48.5,como,trasf.,
Elseid Hysaj,48.4,milan,casa,
Radu Dragusin,48.1,venezia,trasf.,
Sebastian Walukiewicz,47.3,juventus,casa,
Tariq Lamptey,47.1,venezia,trasf.,
Juan Arizala,47.1,inter,trasf.,
Alessandro Circati,47.1,como,trasf.,
Charalampos Lykogiannis,46.5,napoli,trasf.,
Alejandro Jiménez,46.4,venezia,trasf.,
Gaby Jean,46.4,monza,casa,
Luca Pellegrini,46.2,milan,casa,
Fali Candé,46.2,juventus,casa,
Matías Pérez,46.0,monza,casa,
Valentín Carboni,45.6,frosinone,casa,
Adam Masina,45.2,roma,casa,
Mattia Viti,44.9,venezia,trasf.,
Pablo Marí,44.5,venezia,trasf.,
Saba Goglichidze,43.7,inter,trasf.,
Owen Kouassi,43.5,monza,casa,
