player,match_id,sum_xG,goals,npgoals_perMatch,shots_perMatch,npxG_perMatch,xGChain_perMatch,xGBuildUp_perMatch,key_passes_perMatch,season,date,minutes_played,league,games,time,goals_total,xG,assists,xA,shots,key_passes,position,player_team,npg,npxG,xGChain,xGBuildup,opponent_team,opponent_team_strength,shots_per90,xG_per90,goals_per90,is_goals,finishing_efficiency,finishing_efficiency_hist,shots_hist,finishing_eff_weighted,finishing_form,xg_per_shot,goals_per_shot,shot_quality_raw,shot_quality_roll,shot_quality_shrunk,shot_quality_index,xG_last5,shots_last5,goals_last5,goals_last5_sum,xG_cummean,minutes_played_last5,sum_xG_ewm_7,shots_perMatch_ewm_7,minutes_played_ewm_7,goals_ewm_7,finishing_form_ewm_7,npgoals_perMatch_ewm_7,xGChain_perMatch_ewm_7
adam marusic,7563,0.4516499936580658,0.0,0,4,0.4516499936580658,0.7650560140609741,0.2221239954233169,1,2017,2017-10-01,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Sassuolo,mid,1.39,0.12,0.11,0,0.0,0.4937681698587703,5.0,0.09007591702539211,0.7390672479852027,0.1129124701863989,0.0,-0.1129124701863989,0.01885835467619622,0.0004793521878137426,0.5475491724726962,0.12117377892136574,1.0,0.2,1.0,0.12117377892136574,56.0,0.1526762221037643,1.25390625,45.7734375,0.25,0.43460792221974504,0.25,0.33838505158200854
adam marusic,7575,0.0,0.0,0,0,0.0,0.3491640090942383,0.3059979975223541,1,2017,2017-10-14,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Juventus,top,1.39,0.12,0.11,0,0.0,0.37375652753620114,9.0,0.07275603752788612,0.3870722684634694,0.0,0.0,0.0,-0.003103449467569632,-0.006054343987994823,0.4768436551440679,0.20423377752304078,1.6,0.2,1.0,0.17625314804414907,66.0,0.22741966499233968,1.9404296875,56.830078125,0.1875,0.5107227536611094,0.1875,0.4450527922017499
adam marusic,7582,0.0,0.0,0,0,0.0,0.8136029839515686,0.5157399773597717,2,2017,2017-10-22,80,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Cagliari,weak,1.39,0.12,0.11,0,0.0,0.29035406609080444,9.0,0.05652078230748967,0.37227506936187077,0.0,0.0,0.0,-0.0026600995436311136,-0.005844336129287104,0.4791162913202013,0.20423377752304078,1.6,0.2,1.0,0.15107412689498492,73.0,0.17056474874425476,1.455322265625,65.12255859375,0.140625,0.47981013236169945,0.140625,0.421080596424872
adam marusic,7590,0.0374904982745647,0.0,0,2,0.0374904982745647,0.5556889772415161,0.5279560089111328,0,2017,2017-10-25,89,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Bologna,mid,1.39,0.12,0.11,0,0.0,0.2297616477556926,9.0,0.04472576620073344,0.5372572334522394,0.018745239764662466,0.0,-0.018745239764662466,-0.0023275871006772243,-0.005686830235256315,0.48082076845230126,0.20423377752304078,1.6,0.2,1.0,0.1321898610331118,69.2,0.12792356155819107,1.09149169921875,68.8419189453125,0.10546875,0.4529263666117423,0.10546875,0.5192111933065462
adam marusic,7599,1.0577600002288818,1.0,1,2,1.0577600002288818,1.0577600002288818,0.0,0,2017,2017-10-29,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Benevento,weak,1.39,0.12,0.11,1,0.945385102416989,0.18430661592923975,11.0,0.03704728851534146,0.7243526225393051,0.528879735674573,0.499999750000125,-0.02887998567444805,-0.004151770730008918,-0.006322427075898716,0.47394254788299217,0.20787629708647729,1.8,0.2,1.0,0.12166770961549547,61.4,0.10531529573728447,1.3186187744140625,73.88143920898438,0.0791015625,0.4740090833218666,0.0791015625,0.5283306392902887
adam marusic,7624,0.0147730000317096,0.0,0,1,0.0147730000317096,0.1822530031204223,0.1125150024890899,2,2017,2017-11-18,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Roma,mid,1.39,0.12,0.11,0,0.0,0.3285306933297767,13.0,0.06817342341149964,0.5160192892059717,0.014772985258724343,0.0,-0.014772985258724343,-0.006624592224452832,-0.007531356064420076,0.46085991483013217,0.30938009843230246,1.6,0.2,1.0,0.21527693867683412,73.4,0.3434264718601838,1.4889640808105469,77.91107940673828,0.309326171875,0.5365949681262262,0.309326171875,0.660687979524937
adam marusic,7635,0.0,0.0,0,0,0.0,0.0734077990055084,0.0734077990055084,0,2017,2017-11-26,78,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Fiorentina,mid,1.39,0.12,0.11,0,0.0,0.2684174978849474,14.0,0.056587318843671415,0.37230809882415117,0.0,0.0,0.0,-0.007365355227568423,-0.007925685989572204,0.45659260569823945,0.22200469970703124,1.0,0.2,1.0,0.1970493078909137,73.2,0.2612631039030653,1.3667230606079102,80.93330955505371,0.23199462890625,0.5314510483961625,0.23199462890625,0.5410792354238083
adam marusic,7653,0.0895145013928413,0.0,0,4,0.0895145013928413,0.39860600233078,0.3695620000362396,0,2017,2017-12-11,60,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Torino,weak,1.39,0.12,0.11,0,0.0,0.22069374793795615,14.0,0.04652627932148799,0.6081549742370194,0.022378619753555384,0.0,-0.022378619753555384,-0.006751575625271054,-0.0075676478882320715,0.46046717661452197,0.22200469970703124,1.0,0.2,1.0,0.18062853223333755,80.2,0.19594732792729896,1.0250422954559326,80.19998216629028,0.1739959716796875,0.4916653110031597,0.1739959716796875,0.42416137631923334
adam marusic,7659,0.0168609991669654,0.0,0,1,0.0168609991669654,0.0441799983382225,0.027318999171257,0,2017,2017-12-17,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Atalanta,top,1.39,0.12,0.11,0,0.0,0.18237292925453621,18.0,0.04093104814787836,0.49438499141233977,0.016860982305983097,0.0,-0.016860982305983097,-0.005587296913090144,-0.006743908818011385,0.4693814106922259,0.23990759998559952,1.8,0.2,1.0,0.17361976063022247,71.6,0.16933912129368456,1.7687817215919495,75.14998662471771,0.13049697875976562,0.5207877268116246,0.13049697875976562,0.41777253282212
adam marusic,7673,0.354220986366272,0.0,0,2,0.354220986366272,0.8603799939155579,0.5061579942703247,1,2017,2017-12-23,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Crotone,weak,1.39,0.12,0.11,0,0.0,0.15132064224332364,19.0,0.03449149009140268,0.6732890738538777,0.17711040462793365,0.0,-0.17711040462793365,-0.006992378771922068,-0.007605868159227578,0.4600535693759143,0.23578170016407962,1.6,0.2,1.0,0.16242270623998983,74.6,0.13121959076200476,1.576586291193962,78.86248996853828,0.09787273406982422,0.5141870429618034,0.09787273406982422,0.32437439920114564
adam marusic,7685,0.0360685996711254,0.0,0,1,0.0360685996711254,0.1045380011200904,0.0684697031974792,1,2017,2017-12-30,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Inter,top,1.39,0.12,0.11,0,0.0,0.1259718441485748,21.0,0.02960995863105125,0.5147311401770379,0.0360685636025618,0.0,-0.0360685636025618,-0.021751579157583207,-0.017404435790514636,0.3540166838508591,0.09507389739155765,1.6,0.0,0.0,0.17520925824840863,58.8,0.18696993966307157,1.6824397183954716,81.64686747640371,0.07340455055236816,0.553962550684822,0.07340455055236816,0.4583757978797487
adam marusic,7700,0.0435233004391193,0.0,0,2,0.0435233004391193,0.1869989931583404,0.0477775000035762,3,2017,2018-01-21,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Chievo,weak,1.39,0.12,0.11,0,0.0,0.10515400367110224,22.0,0.025096820579580608,0.5051195666534549,0.021761639338739976,0.0,-0.021761639338739976,-0.02315080269283827,-0.01833725148068468,0.3439220583630781,0.0993330173194408,1.6,0.0,0.0,0.1665129670873284,58.6,0.14924460466508505,1.5118297887966037,83.73515060730278,0.05505341291427612,0.544154698057876,0.05505341291427612,0.36991634868983414
adam marusic,7716,0.0684230029582977,1.0,1,1,0.0684230029582977,0.1141529977321624,0.0,1,2017,2018-01-28,84,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,AC Milan,top,1.39,0.12,0.11,1,14.612832358232017,0.08797254564412552,24.0,0.02164223887116482,0.5358039371119039,0.06842293453536318,0.9999990000010001,0.9315760654656369,-0.0374575742094173,-0.027544668984231163,0.244282405656338,0.10803767740726467,2.0,0.0,0.0,0.15927828081390435,83.4,0.1228142786085936,1.6338723415974528,85.30136295547709,0.04129005968570709,0.5343959152067708,0.04129005968570709,0.3241870098069607
adam marusic,7722,0.013116099871695,0.0,0,1,0.013116099871695,0.2767109870910644,0.1739860028028488,2,2017,2018-02-05,70,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Genoa,weak,1.39,0.12,0.11,0,0.0,2.4387935012250277,25.0,0.6090640314712517,0.6755350772889417,0.013116086755608245,0.0,-0.013116086755608245,0.04958313709491901,0.027162642421343433,0.8363069887570098,0.10381937772035595,1.4,0.2,1.0,0.15423076537748176,86.0,0.10921645969601962,1.4754042561980896,84.97602221660782,0.2809675447642803,0.5347479206830541,0.2809675447642803,0.2716785067882611
adam marusic,7736,0.0,0.0,0,0,0.0,0.7275850176811218,0.7275850176811218,1,2017,2018-02-10,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Napoli,top,1.39,0.12,0.11,0,0.0,2.0472128154288534,26.0,0.5189807660994584,0.5356718192627824,0.0,0.0,0.0,0.04849012986528498,0.027304841375780365,0.8378458192086429,0.10307039786130187,1.4,0.2,1.0,0.14680367771928246,80.4,0.08519136973993846,1.3565531921485672,81.23201666245586,0.21072565857321024,0.569944709834526,0.21072565857321024,0.2729366268639619
adam marusic,7744,0.0782158970832824,0.0,0,3,0.0782158970832824,0.2111299932003021,0.0881562978029251,2,2017,2018-02-19,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Verona,weak,1.39,0.12,0.11,0,0.0,1.720698845046763,26.0,0.4362075100832901,0.7570683049279958,0.026071957003775133,0.0,-0.026071957003775133,0.04849012986528498,0.027304841375780365,0.8378458192086429,0.03222620058804748,1.0,0.2,1.0,0.13946349383331832,83.4,0.06389352730495385,1.0174148941114254,83.4240124968419,0.15804424392990768,0.5613764871915902,0.15804424392990768,0.3865987245682519
adam marusic,7754,0.0,0.0,0,0,0.0,0.050076600164175,0.050076600164175,1,2017,2018-02-25,65,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Sassuolo,mid,1.39,0.12,0.11,0,0.0,1.4478019466319194,29.0,0.38370718640317153,0.512402563086273,0.0,0.0,0.0,0.04787957009535893,0.027668956112595927,0.8417861494812449,0.040655660070478876,1.4,0.2,1.0,0.13654694160712616,85.0,0.06747411974953599,1.513061170583569,85.06800937263142,0.11853318294743076,0.6102994416256915,0.11853318294743076,0.34273154172626447
adam marusic,7780,0.0,0.0,0,0,0.0,0.3805769979953766,0.3132629990577698,3,2017,2018-03-18,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Bologna,mid,1.39,0.12,0.11,0,0.0,1.2192711659704616,29.0,0.3231402676625782,0.4984971594662439,0.0,0.0,0.0,0.05028623556822961,0.027595318404919186,0.8409892663578061,0.03195099998265502,1.0,0.2,1.0,0.13034026244316588,74.2,0.05060558981215199,1.1347958779376768,80.05100702947357,0.08889988721057307,0.5858252219908369,0.08889988721057307,0.2695678063357421
adam marusic,7789,0.0,0.0,0,0,0.0,0.1084880009293556,0.1084880009293556,1,2017,2018-03-31,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Benevento,weak,1.39,0.12,0.11,0,0.0,1.027580090015013,29.0,0.27233688009663953,0.484608270577355,0.0,0.0,0.0,0.05151731767312331,0.027426330981322983,0.839160539878047,0.01826639939099548,0.8,0.0,0.0,0.12467329451085431,65.0,0.03795419235911399,0.8510969084532576,82.53825527210518,0.0666749154079298,0.5639932063596886,0.0666749154079298,0.29732010425065075
adam marusic,7807,0.1115449965000152,0.0,0,1,0.1115449965000152,0.3184069991111755,0.2068610042333603,0,2017,2018-04-08,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Udinese,weak,1.39,0.12,0.11,0,0.0,0.8665691195946467,29.0,0.2296645611487566,0.7359294490685692,0.11154488495513026,0.0,-0.11154488495513026,0.05151731767312331,0.027426330981322983,0.839160539878047,0.01564317941665648,0.6,0.0,0.0,0.11947857390623538,90.0,0.028465644269335497,0.6383226813399432,84.40369145407888,0.05000618655594735,0.5441469724141053,0.05000618655594735,0.25011207842032696
adam marusic,7814,0.0198894999921321,0.0,0,1,0.0198894999921321,0.088730901479721,0.0688413977622985,0,2017,2018-04-15,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Roma,mid,1.39,0.12,0.11,0,0.0,0.731171847371944,30.0,0.19664239589793572,0.6041253798388162,0.019889480102652,0.0,-0.019889480102652,0.04408679557299206,0.02008818437782408,0.7597495238355849,0.037952178716659526,0.8,0.0,0.0,0.11916123080998657,69.2,0.04923548232700542,0.7287420110049574,85.80276859055917,0.037504639916960514,0.5920925915777212,0.037504639916960514,0.2671858085930391
adam marusic,7825,0.0343146994709968,0.0,0,2,0.0343146994709968,0.270933985710144,0.0324854999780654,4,2017,2018-04-18,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Fiorentina,mid,1.39,0.12,0.11,0,0.0,0.6172031671130758,31.0,0.16842967315339116,0.6182950191570882,0.01715734115682782,0.0,-0.01715734115682782,0.04383442075660299,0.019950525387066403,0.7582598233820352,0.02628689929842946,0.4,0.0,0.0,0.11534308731699218,81.2,0.04189898674328709,0.796556508253718,86.85207644291938,0.028128479937720385,0.595100788642995,0.028128479937720385,0.22257208181470955
adam marusic,7837,0.0246712006628513,0.0,0,1,0.0246712006628513,1.045390009880066,0.9851539731025696,1,2017,2018-04-22,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Sampdoria,weak,1.39,0.12,0.11,0,0.0,0.5211933595983089,33.0,0.14640339326347082,0.5914750957854407,0.024671175991675308,0.0,-0.024671175991675308,0.057163842712528466,0.027221119181207572,0.8369398050751614,0.03314983919262882,0.8,0.0,0.0,0.11234203591528864,85.2,0.04000291492521452,1.0974173811902885,87.63905733218954,0.02109635995329029,0.6008993462715183,0.02109635995329029,0.23466255778856815
adam marusic,7843,0.0,0.0,0,0,0.0,0.5858659744262695,0.5858659744262695,0,2017,2018-04-29,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Torino,weak,1.39,0.12,0.11,0,0.0,0.44025688609622593,34.0,0.12545467521261974,0.424065266217466,0.0,0.0,0.0,0.05811362501343568,0.027739182254429687,0.8425461137579332,0.03808407932519908,1.0,0.0,0.0,0.10921093465627303,60.4,0.036169986359623714,1.0730630358927165,88.22929299914216,0.015822269964967717,0.5985432836499989,0.015822269964967717,0.4373444208114426
adam marusic,7849,0.0226640999317169,0.0,0,1,0.0226640999317169,0.8872849941253662,0.8204650282859802,1,2017,2018-05-06,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Atalanta,top,1.39,0.12,0.11,0,0.0,0.3719877098639566,34.0,0.10600083450794423,0.5642092746730083,0.022664077267639637,0.0,-0.022664077267639637,0.05992709495833068,0.025608472950976593,0.8194882764291369,0.03808407932519908,1.0,0.0,0.0,0.10544504035778085,90.0,0.027127489769717787,0.8047972769195373,88.67196974935662,0.011866702473725788,0.5549237792918656,0.011866702473725788,0.47447480921514934
adam marusic,7875,0.0656649991869926,0.0,0,2,0.0656649991869926,0.1745149940252304,0.1088500022888183,0,2017,2018-05-20,90,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39.0,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Inter,top,1.39,0.12,0.11,0,0.0,0.31437512653256466,35.0,0.09087028668656512,0.6190712115206765,0.032832483177254713,0.0,-0.032832483177254713,-0.019592916936109036,-0.014151532996243266,0.3892185311207523,0.02030790001153942,1.0,0.0,0.0,0.10268567567691206,86.6,0.026011642310217565,0.853597957689653,89.00397731201747,0.00890002685529434,0.5572451531371513,0.00890002685529434,0.5776773554427035
adam marusic,9578,0.0,0.0,0,0,0.0,0.0823059976100921,0.0823059976100921,1,2018,2018-08-18,90,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16.0,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Napoli,top,0.68,0.04,0.04,0,0.0,0.26573561647080657,37.0,0.07901365431872903,0.391977143612102,0.0,0.0,0.0,-0.02123594997124624,-0.015271282868927791,0.37710096521372916,0.02946299985051152,1.2,0.0,0.0,0.10149146030626947,83.4,0.03592498152941133,1.1401984682672397,89.2529829840131,0.0066750201414707555,0.5727016677330325,0.0066750201414707555,0.4768867650883352
adam marusic,9587,0.0246818996965885,0.0,0,1,0.0246818996965885,0.0246818996965885,0.0,0,2018,2018-08-25,90,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16.0,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Juventus,top,0.68,0.04,0.04,0,0.0,0.2246573335590873,37.0,0.06679946455711641,0.5377526753864448,0.024681875014713486,0.0,-0.024681875014713486,-0.02123594997124624,-0.015271282868927791,0.37710096521372916,0.02260005995631216,0.8,0.0,0.0,0.09831985217169856,60.4,0.026943736147058497,0.8551488512004297,89.43973723800983,0.005006265106103067,0.5275205367028,0.005006265106103067,0.37824157321877444
adam marusic,9601,0.0,0.0,0,0,0.0,0.8630020022392273,0.8630020022392273,1,2018,2018-09-02,90,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16.0,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Frosinone,weak,0.68,0.04,0.04,0,0.0,0.18995464653067487,38.0,0.05727793331094115,0.37308429118773945,0.0,0.0,0.0,-0.021120109805491102,-0.01458855151648394,0.3844892600122766,0.0226021997630596,0.8,0.0,0.0,0.09608839906639219,86.6,0.026378277034440997,0.8913616384003222,89.57980292850738,0.0037546988295773,0.5300785713737112,0.0037546988295773,0.28985165483822795
adam marusic,9608,0.2902770042419433,0.0,0,1,0.2902770042419433,0.4494830071926117,0.1118939965963363,2,2018,2018-09-16,90,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16.0,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Empoli,weak,0.68,0.04,0.04,0,0.0,0.16063073975779238,38.0,0.048435755416218335,0.6819427929713304,0.29027671396522936,0.0,-0.29027671396522936,-0.021120109805491102,-0.01458855151648394,0.3844892600122766,0.022602199763059598,0.8,0.0,0.0,0.09326226968208653,89.0,0.019783707775830748,0.6685212288002417,89.68485219638053,0.002816024122182975,0.49083000132721827,0.002816024122182975,0.4331392416884778
