Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Lennon Miller,61.2,Milan,Trasf.,,s.v.
Jack Harrison,61.0,Lazio,Casa,,8.0
Petar Sucic,61.0,Como,Trasf.,,5.5
Patrizio Masini,61.0,Sassuolo,Casa,,6.0
Ardon Jashari,60.5,Udinese,Casa,,5.0
Ebenezer Akinsanmiro,60.0,Roma,Trasf.,,5.0
Edon Zhegrova,59.8,Atalanta,Trasf.,,5.0
Nahuel Estevez,59.8,Napoli,Casa,,6.0
Romano Floriani,59.8,Cagliari,Trasf.,,5.5
Fabio Miretti,59.6,Atalanta,Trasf.,,6.0
Roberto Gagliardini,59.5,Torino,Trasf.,,6.5
Joseph Liteta,59.4,Cremonese,Casa,,7.0
Abdou Harroui,59.4,Torino,Trasf.,,5.0
Martin Payero,59.4,Cagliari,Trasf.,,6.0
Lazar Samardzic,59.0,Juventus,Casa,,s.v.
Al Musrati,59.0,Torino,Trasf.,,6.5
Davide Frattesi,58.6,Como,Trasf.,,5.5
Teun Koopmeiners,58.6,Atalanta,Trasf.,,6.0
Gabriele Piccinini,58.6,Roma,Trasf.,,5.5
Aster Vranckx,58.3,Genoa,Trasf.,,6.0
Gaetano Oristanio,58.1,Napoli,Casa,,6.0
Jacob Ondrejka,58.0,Napoli,Casa,,4.5
Ruben Loftuscheek,57.9,Udinese,Casa,,5.5
Andy Diouf,57.8,Como,Trasf.,,6.0
Warren Bondo,57.8,Cagliari,Trasf.,,5.5
Ruslan Malinovskiy,57.7,Sassuolo,Casa,,s.v.
Morten Thorsby,56.8,Sassuolo,Casa,,s.v.
Danilo Cataldi,56.7,Fiorentina,Trasf.,,5.0
Oier Zarraga,56.5,Milan,Trasf.,,s.v.
Ivan Ilic,56.5,Verona,Casa,,6.0
Simon Sohm,56.4,Lazio,Casa,,6.0
Jacopo Fazzini,56.4,Lazio,Casa,,6.0
Calvin Stengs,56.3,Roma,Trasf.,,5.5
Yunus Musah,56.2,Juventus,Casa,,6.0
Neil El Aynaoui,56.1,Pisa,Casa,,6.0
Oumar Ngom,56.1,Bologna,Trasf.,,5.0
Luis Henrique,56.0,Como,Trasf.,,6.0
Fisayo Delebashiru,55.9,Fiorentina,Trasf.,,5.5
Giovanni Fabbian,55.2,Lazio,Casa,,6.0
Abdelhamid Sabiri,55.2,Lazio,Casa,,5.5
Kristjan Asllani,55.1,Verona,Casa,,5.5
Lorenzo Venturino,55.1,Pisa,Casa,,s.v.
Oliver Sorensen,55.0,Napoli,Casa,,6.0
Christian Ordonez,55.0,Napoli,Casa,,6.0
Reda Belahyane,54.9,Fiorentina,Trasf.,,s.v.
Seydou Fini,54.7,Sassuolo,Casa,,6.0
Jeremy Sarmiento,54.6,Cagliari,Trasf.,,5.5
Filip Kostic,54.6,Atalanta,Trasf.,,5.5
Grigoris Kastanos,54.4,Torino,Trasf.,,s.v.
Vasilije Adzic,54.4,Atalanta,Trasf.,,s.v.
Adrien Tameze,53.7,Verona,Casa,,s.v.
Hernani,53.5,Napoli,Casa,,5.5
Lorran,53.1,Roma,Trasf.,,5.5
Nicolae Stanciu,52.8,Sassuolo,Casa,,1.5
Alex Sala,52.3,Bologna,Trasf.,,s.v.
Idrissa Toure,51.1,Roma,Trasf.,,4.5
Olaf Gorter,50.7,Bologna,Trasf.,,5.5
Thorir Helgason,49.9,Bologna,Trasf.,,s.v.
Amir Richardson,49.5,Lazio,Casa,,5.0
Cheikh Niasse,49.5,Torino,Trasf.,,6.0
Maxwel Cornet,46.3,Sassuolo,Casa,,4.0
