Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Daniele Rugani,57.2,Bologna,Casa,,5.5
Stefan De Vrij,57.2,Cagliari,Casa,,6.5
Eddy Kouadio,56.4,Lecce,Trasf.,,s.v.
Alessandro Circati,56.1,Udinese,Trasf.,,6.5
Corrie Ndaba,55.9,Fiorentina,Casa,,s.v.
Kingsley Ehizibue,55.9,Parma,Casa,,5.5
Juan Cabal,55.9,Bologna,Casa,,6.0
Rui Modesto,55.5,Parma,Casa,,7.0
Estupinan,55.0,Verona,Trasf.,,3.5
Juan Cuadrado,55.0,Genoa,Casa,,5.5
Juan Rodriguez,54.9,Inter,Trasf.,,5.0
Lorenzo De Silvestri,54.3,Juventus,Trasf.,,6.0
Niels Nkounkou,54.1,Cremonese,Trasf.,,s.v.
Federico Ceccherini,53.7,Torino,Casa,,6.5
Gabriele Zappa,53.7,Inter,Trasf.,,6.0
Alessandro Di Pardo,53.6,Inter,Trasf.,,s.v.
Francesco Folino,53.6,Torino,Casa,,s.v.
Sebastian Otoa,53.4,Pisa,Trasf.,,s.v.
Mikayil Faye,53.2,Torino,Casa,,5.5
Torbjorn Heggem,53.1,Juventus,Trasf.,,6.0
Jan Ziolkowski,52.9,Atalanta,Casa,,s.v.
Sebastian Walukiewicz,52.6,Como,Casa,,6.5
Tobias Slotsager,52.3,Milan,Casa,,6.0
Valentino Lazaro,51.7,Cremonese,Trasf.,,s.v.
Mathias Lovik,51.7,Udinese,Trasf.,,s.v.
Gaby Jean,51.6,Fiorentina,Casa,,5.5
Elseid Hysaj,51.3,Napoli,Trasf.,,s.v.
Matteo Palma,51.3,Parma,Casa,,6.0
Cristiano Biraghi,51.0,Cremonese,Trasf.,,6.0
Fallou Cham,50.9,Milan,Casa,,6.0
Giovanni Bonfanti,50.2,Genoa,Casa,,6.0
Alberto Dossena,50.1,Inter,Trasf.,,s.v.
Adam Masina,49.9,Cremonese,Trasf.,,5.5
Matias Perez,49.2,Fiorentina,Casa,,5.5
Niakhate Ndiaye,48.8,Udinese,Trasf.,,6.5
Valentin Carboni,48.7,Pisa,Trasf.,,s.v.
Saba Goglichidze,48.5,Parma,Casa,,s.v.
Mattia Viti,48.3,Lecce,Trasf.,,5.0
Francesco Coppola,47.8,Genoa,Casa,,s.v.
Pablo Mari,47.7,Lecce,Trasf.,,6.0
Owen Kouassi,47.0,Fiorentina,Casa,,4.0
Rosen Bozhinov,45.7,Genoa,Casa,,5.0
Mateus Lusuardi,44.9,Genoa,Casa,,5.0
Pol Lirola,43.0,Milan,Casa,,5.0
