Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Davide Frattesi,61.8,Roma,Casa,,5.5
Mikael Ellertsson,61.8,Juventus,Trasf.,,5.5
Luis Henrique,61.5,Roma,Casa,,s.v.
Ardon Jashari,61.5,Napoli,Trasf.,,5.0
Stanislav Lobotka,61.5,Milan,Casa,,6.0
Remo Freuler,61.5,Cremonese,Trasf.,,6.5
Roberto Gagliardini,61.3,Fiorentina,Casa,,5.5
Nahuel Estevez,61.3,Lazio,Trasf.,,5.0
Ylber Ramadani,61.3,Atalanta,Casa,,5.0
Jakub Piotrowski,61.3,Como,Casa,,6.0
Gaetano Oristanio,61.0,Lazio,Trasf.,,6.0
Jesper Karlstrom,61.0,Como,Casa,,6.5
Gvidas Gineitis,60.6,Pisa,Trasf.,,7.0
Matteo Prati,60.4,Pisa,Trasf.,,6.0
Al Musrati,60.3,Fiorentina,Casa,,6.5
Joseph Liteta,60.2,Sassuolo,Trasf.,,7.0
Reda Belahyane,60.1,Parma,Casa,,s.v.
Romano Floriani,60.1,Bologna,Casa,,6.0
Tomas Suslov,60.1,Fiorentina,Casa,,3.0
Oumar Ngom,60.0,Atalanta,Casa,,4.0
Simon Sohm,60.0,Verona,Trasf.,,5.0
Alberto Grassi,59.9,Bologna,Casa,,5.0
Aster Vranckx,59.7,Cagliari,Casa,,6.0
Morten Thorsby,59.5,Juventus,Trasf.,,s.v.
Calvin Stengs,59.4,Torino,Casa,,5.5
Andy Diouf,59.1,Roma,Casa,,6.0
Luca Lipani,59.0,Cagliari,Casa,,6.0
Jacopo Fazzini,58.9,Verona,Trasf.,,6.0
Gabriele Piccinini,58.8,Torino,Casa,,6.0
Yunus Musah,58.7,Lecce,Trasf.,,6.0
Riccardo Sottil,58.6,Atalanta,Casa,,6.0
Christian Ordonez,58.6,Lazio,Trasf.,,6.0
Abdou Harroui,58.1,Fiorentina,Casa,,5.0
Martin Payero,58.0,Bologna,Casa,,5.5
Sergi Roberto,57.9,Udinese,Trasf.,,6.0
Ivan Ilic,57.7,Pisa,Trasf.,,6.0
Lennon Miller,57.3,Como,Casa,,6.0
Abdelhamid Sabiri,57.3,Verona,Trasf.,,5.5
Cheikh Niasse,57.2,Fiorentina,Casa,,6.0
Neil El Aynaoui,57.0,Inter,Trasf.,,5.5
Jacob Ondrejka,56.7,Lazio,Trasf.,,4.5
Patrizio Masini,56.7,Juventus,Trasf.,,6.5
Idrissa Toure,56.6,Torino,Casa,,s.v.
Antoine Bernede,56.6,Fiorentina,Casa,,6.5
Kristjan Asllani,56.4,Pisa,Trasf.,,5.5
Ruslan Malinovskiy,56.4,Juventus,Trasf.,,s.v.
Oier Zarraga,56.4,Como,Casa,,s.v.
Lorenzo Venturino,55.4,Inter,Trasf.,,6.0
Giovanni Fabbian,54.8,Verona,Trasf.,,4.5
Filip Kostic,54.8,Genoa,Casa,,s.v.
Vasilije Adzic,54.7,Genoa,Casa,,s.v.
Seydou Fini,54.6,Juventus,Trasf.,,6.0
Grigoris Kastanos,54.4,Fiorentina,Casa,,s.v.
Jeremy Sarmiento,53.8,Bologna,Casa,,5.5
Hernani,53.5,Lazio,Trasf.,,5.5
Lorran,53.4,Torino,Casa,,5.5
Alex Sala,52.3,Atalanta,Casa,,s.v.
Nicolae Stanciu,52.3,Juventus,Trasf.,,1.5
Faustino Anjorin,51.9,Pisa,Trasf.,,6.0
Warren Bondo,51.4,Bologna,Casa,,5.5
Adrien Tameze,51.4,Pisa,Trasf.,,s.v.
Olaf Gorter,50.7,Atalanta,Casa,,5.5
Amir Richardson,50.2,Verona,Trasf.,,5.0
Thorir Helgason,49.8,Atalanta,Casa,,s.v.
Maxwel Cornet,46.0,Juventus,Trasf.,,4.0
