Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Kevin De Bruyne,65.0,Lecce,Casa,,7.5
Mikael Ellertsson,65.0,Verona,Trasf.,,6.5
Mehdi Leris,64.9,Cagliari,Casa,,6.5
Petar Sucic,64.9,Atalanta,Casa,,5.0
Joseph Liteta,64.7,Pisa,Trasf.,,7.0
Mandela Keita,64.3,Torino,Trasf.,,3.0
Nicolo Barella,64.3,Atalanta,Casa,,7.0
Billy Gilmour,64.1,Lecce,Casa,,7.0
Oier Zarraga,64.1,Juventus,Casa,,5.0
Ebenezer Akinsanmiro,63.9,Cagliari,Casa,,6.5
Jurgen Ekkelenkamp,63.6,Juventus,Casa,,5.0
Gvidas Gineitis,63.4,Parma,Casa,,6.0
Marten De Roon,63.3,Inter,Trasf.,,6.0
Fisayo Delebashiru,63.3,Milan,Casa,,6.5
Remo Freuler,63.2,Sassuolo,Trasf.,,6.0
Gabriele Piccinini,63.1,Cagliari,Casa,,5.5
Riyad Idrissi,63.1,Pisa,Trasf.,,s.v.
Oliver Sorensen,63.1,Torino,Trasf.,,6.0
Martin Payero,63.0,Fiorentina,Casa,,6.5
Nahuel Estevez,62.9,Torino,Trasf.,,5.5
Cristian Volpato,62.9,Bologna,Casa,,6.5
Roberto Gagliardini,62.8,Genoa,Casa,,5.5
Yunus Musah,62.8,Inter,Trasf.,,5.0
Abdou Harroui,62.8,Genoa,Casa,,5.0
Davide Frattesi,62.6,Atalanta,Casa,,6.0
Oumar Ngom,62.6,Napoli,Trasf.,,5.0
Teun Koopmeiners,62.5,Udinese,Trasf.,,6.0
Fabio Miretti,62.5,Udinese,Trasf.,,5.5
Albert Gudmundsson,62.3,Cremonese,Trasf.,,11.0
Ivan Ilic,62.2,Parma,Casa,,6.0
Christian Ordonez,62.2,Torino,Trasf.,,4.5
Andy Diouf,62.1,Atalanta,Casa,,6.0
Hans Caviglia,62.0,Torino,Trasf.,,5.5
Youssef Maleh,61.8,Napoli,Trasf.,,5.5
Matteo Prati,61.8,Parma,Casa,,6.0
Benjamin Cremaschi,61.7,Torino,Trasf.,,s.v.
Luca Lipani,61.5,Bologna,Casa,,4.5
Reda Belahyane,61.4,Milan,Casa,,s.v.
Al Musrati,61.2,Genoa,Casa,,s.v.
Ardon Jashari,61.2,Lazio,Trasf.,,5.0
Malthe Hojholt,61.0,Cagliari,Casa,,6.5
Giovanni Fabbian,60.5,Cremonese,Trasf.,,s.v.
Kenneth Taylor,60.5,Milan,Casa,,7.0
Edoardo Iannoni,60.1,Bologna,Casa,,6.0
Emirhan Ilkhan,59.7,Parma,Casa,,10.0
Lorenzo Venturino,59.5,Como,Trasf.,,5.0
Jacob Ondrejka,59.5,Torino,Trasf.,,6.0
Tomas Suslov,59.4,Genoa,Casa,,6.0
Rolando Mandragora,59.1,Cremonese,Trasf.,,8.0
Idrissa Toure,59.1,Cagliari,Casa,,s.v.
Filip Kostic,58.6,Udinese,Trasf.,,s.v.
Neil El Aynaoui,58.2,Como,Trasf.,,6.0
Simon Sohm,58.1,Cremonese,Trasf.,,6.5
Romano Floriani,58.0,Fiorentina,Casa,,4.5
Kristjan Asllani,57.8,Parma,Casa,,5.5
Stephan El Shaarawy,57.7,Como,Trasf.,,6.0
Jacopo Fazzini,57.0,Cremonese,Trasf.,,6.0
Cheikh Niasse,56.6,Genoa,Casa,,6.0
Warren Bondo,56.3,Fiorentina,Casa,,4.0
Tommaso Pobega,56.2,Sassuolo,Trasf.,,6.0
Marius Marin,56.2,Cagliari,Casa,,6.0
Jack Harrison,56.1,Cremonese,Trasf.,,6.5
Cher Ndour,55.9,Cremonese,Trasf.,,6.0
Alberto Grassi,55.1,Fiorentina,Casa,,5.0
Abdelhamid Sabiri,54.9,Cremonese,Trasf.,,5.5
Vasilije Adzic,54.7,Udinese,Trasf.,,s.v.
Seydou Fini,54.5,Verona,Trasf.,,6.0
Ruslan Malinovskiy,54.5,Verona,Trasf.,,s.v.
Grigoris Kastanos,54.4,Genoa,Casa,,s.v.
Hernani,54.2,Torino,Trasf.,,5.5
Jeremy Sarmiento,53.8,Fiorentina,Casa,,5.5
Adrien Tameze,53.8,Parma,Casa,,5.5
Lorran,53.7,Cagliari,Casa,,5.5
Faustino Anjorin,53.5,Parma,Casa,,s.v.
Alex Sala,53.0,Napoli,Trasf.,,6.0
Aster Vranckx,51.4,Bologna,Casa,,5.5
Olaf Gorter,50.7,Napoli,Trasf.,,5.5
Nicolae Stanciu,50.5,Verona,Trasf.,,1.5
Thorir Helgason,50.2,Napoli,Trasf.,,5.5
Amir Richardson,49.5,Cremonese,Trasf.,,5.0
Maxwel Cornet,48.2,Verona,Trasf.,,4.0
