Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Patric,64.7,Fiorentina,Trasf.,,5.0
Enzo Ebosse,63.9,Torino,Trasf.,,5.5
Giuseppe Pezzella,63.8,Cagliari,Trasf.,,6.0
Johan Vasquez,63.5,Sassuolo,Casa,,6.0
Jeandaniel Akpaakpro,63.2,Torino,Trasf.,,6.0
Odilon Kossounou,63.2,Juventus,Casa,,6.0
Koni De Winter,63.2,Udinese,Casa,,4.0
Berat Gjimshiti,63.1,Juventus,Casa,,6.0
Aaron Martin,63.1,Sassuolo,Casa,,5.5
Juan Jesus,63.1,Parma,Trasf.,,5.0
Martin Frese,63.1,Torino,Trasf.,,3.5
Juan Miranda,63.1,Lecce,Casa,,6.5
Martin Vitik,63.0,Lecce,Casa,,6.5
Daniele Ghilardi,62.6,Pisa,Casa,,6.0
Devyne Rensch,62.5,Pisa,Casa,,7.5
Luca Ranieri,62.5,Lazio,Casa,,6.5
Alessandro Marcandalli,62.5,Sassuolo,Casa,,6.0
Sead Kolasinac,62.4,Juventus,Casa,,6.0
Lautaro Valenti,62.0,Napoli,Casa,,6.5
Robin Gosens,62.0,Lazio,Casa,,10.0
Angelino,62.0,Pisa,Casa,,6.0
Adam Marusic,61.8,Fiorentina,Trasf.,,5.0
Samuele Angori,61.7,Roma,Trasf.,,5.5
Alessio Romagnoli,61.7,Fiorentina,Trasf.,,5.5
Yerry Mina,61.5,Cremonese,Casa,,6.0
Matteo Bianchetti,61.4,Cagliari,Trasf.,,5.0
Konstantinos Tsimikas,61.3,Pisa,Casa,,5.0
Torbjorn Heggem,61.0,Lecce,Casa,,6.0
Pasquale Mazzocchi,60.7,Parma,Trasf.,,6.0
Marin Pongracic,60.6,Lazio,Casa,,6.0
Daniel Oyegoke,60.6,Torino,Trasf.,,5.5
Victor Nelsson,60.6,Torino,Trasf.,,6.0
Kingsley Ehizibue,60.5,Milan,Trasf.,,6.5
Tiago Gabriel,60.5,Bologna,Trasf.,,6.0
Nadir Zortea,60.5,Lecce,Casa,,6.0
Juan Arizala,60.4,Milan,Trasf.,,6.0
Raoul Bellanova,60.3,Juventus,Casa,,s.v.
Tarik Muharemovic,60.1,Genoa,Trasf.,,5.5
Guillermo Maripan,60.0,Verona,Casa,,s.v.
Stefano Sabelli,59.4,Sassuolo,Casa,,6.5
Gabriele Zappa,59.1,Cremonese,Casa,,s.v.
Carlos Augusto,59.1,Como,Trasf.,,5.5
Manuel Lazzari,58.9,Fiorentina,Trasf.,,5.0
Federico Gatti,58.9,Atalanta,Trasf.,,6.0
Estupinan,58.8,Udinese,Casa,,3.5
Danilo Veiga,58.8,Bologna,Trasf.,,5.5
Arturo Calabresi,58.6,Roma,Trasf.,,5.0
Stefan De Vrij,58.6,Como,Trasf.,,6.0
Hassane Kamara,58.5,Milan,Trasf.,,6.0
Fikayo Tomori,58.0,Udinese,Casa,,6.0
Nuno Tavares,58.0,Fiorentina,Trasf.,,5.5
Raul Albiol,57.8,Roma,Trasf.,,5.0
Valentino Lazaro,57.8,Verona,Casa,,s.v.
Antonino Gallo,57.8,Bologna,Trasf.,,6.0
Pietro Comuzzo,57.2,Lazio,Casa,,5.5
Mario Gila,57.2,Fiorentina,Trasf.,,6.0
Alessandro Circati,57.1,Napoli,Casa,,6.0
Juan Cuadrado,57.0,Roma,Trasf.,,s.v.
Juan Cabal,56.8,Atalanta,Trasf.,,6.0
Nicolas Valentini,56.7,Torino,Trasf.,,5.0
Nicolo Bertola,56.6,Milan,Trasf.,,s.v.
Corrie Ndaba,56.6,Bologna,Trasf.,,4.0
Alessandro Di Pardo,56.0,Cremonese,Casa,,s.v.
Charalampos Lykogiannis,56.0,Lecce,Casa,,5.5
Tommaso Barbieri,55.9,Cagliari,Trasf.,,5.5
Niels Nkounkou,55.9,Verona,Casa,,s.v.
Federico Baschirotto,55.8,Cagliari,Trasf.,,6.0
Eddy Kouadio,55.5,Lazio,Casa,,s.v.
Jan Ziolkowski,55.0,Pisa,Casa,,s.v.
Federico Ceccherini,54.3,Cagliari,Trasf.,,6.5
Rui Modesto,54.3,Milan,Trasf.,,7.0
Daniele Rugani,54.2,Atalanta,Trasf.,,5.5
Jamil Siebert,54.1,Bologna,Trasf.,,5.0
Mikayil Faye,53.8,Cagliari,Trasf.,,5.5
Sebastian Otoa,53.3,Sassuolo,Casa,,s.v.
Alberto Dossena,53.2,Cremonese,Casa,,s.v.
Francesco Folino,53.2,Cagliari,Trasf.,,s.v.
Emil Holm,53.1,Atalanta,Trasf.,,7.0
Simone Canestrelli,52.9,Roma,Trasf.,,5.0
Gaby Jean,52.5,Bologna,Trasf.,,5.5
Tobias Slotsager,52.4,Torino,Trasf.,,6.0
Josh Doig,52.0,Genoa,Trasf.,,5.0
Cristiano Biraghi,51.8,Verona,Casa,,s.v.
Luca Marianucci,51.5,Verona,Casa,,6.0
Elseid Hysaj,51.4,Fiorentina,Trasf.,,5.5
Mathias Lovik,51.4,Napoli,Casa,,s.v.
Nicolo Casale,51.3,Lecce,Casa,,6.0
Honest Ahanor,51.3,Juventus,Casa,,5.5
Matteo Palma,50.9,Milan,Trasf.,,6.0
Fallou Cham,50.9,Torino,Trasf.,,6.0
Adam Masina,50.4,Verona,Casa,,5.5
Matias Perez,49.0,Bologna,Trasf.,,5.5
Valentin Carboni,48.7,Sassuolo,Casa,,s.v.
Francesco Coppola,48.3,Roma,Trasf.,,s.v.
Pablo Mari,48.1,Lazio,Casa,,6.0
Mattia Viti,48.0,Lazio,Casa,,5.0
Giovanni Bonfanti,47.7,Roma,Trasf.,,6.0
Jean Onana,47.6,Sassuolo,Casa,,s.v.
Owen Kouassi,46.7,Bologna,Trasf.,,4.0
Saba Goglichidze,46.0,Milan,Trasf.,,s.v.
Luca Pellegrini,45.9,Fiorentina,Trasf.,,4.0
Rosen Bozhinov,45.8,Roma,Trasf.,,5.0
Mateus Lusuardi,44.4,Roma,Trasf.,,5.0
Pol Lirola,43.9,Torino,Trasf.,,5.0
