Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Kingsley Ehizibue,65.9,Cremonese,Casa,,5.5
Sead Kolasinac,65.8,Bologna,Casa,,s.v.
Matteo Darmian,65.7,Verona,Casa,,6.0
Tiago Gabriel,65.6,Sassuolo,Trasf.,,5.0
Alessandro Marcandalli,65.5,Milan,Casa,,6.5
Robin Gosens,65.4,Juventus,Trasf.,,5.0
Patric,65.3,Roma,Trasf.,,5.5
Gabriele Zappa,65.3,Torino,Casa,,6.5
Samuele Angori,65.1,Napoli,Casa,,5.0
Miguel Gutierrez,64.9,Pisa,Trasf.,,6.0
Nuno Tavares,63.9,Roma,Trasf.,,5.0
Fabiano Parisi,63.7,Juventus,Trasf.,,6.0
Isak Hien,63.4,Bologna,Casa,,6.5
Juan Arizala,63.3,Cremonese,Casa,,5.0
Stefan De Vrij,63.0,Verona,Casa,,6.0
Oliver Provstgaard,63.0,Roma,Trasf.,,5.5
Guillermo Maripan,63.0,Cagliari,Trasf.,,5.5
Jhon Lucumi,63.0,Atalanta,Trasf.,,6.0
Domagoj Bradaric,63.0,Inter,Trasf.,,6.0
Adam Marusic,63.0,Roma,Trasf.,,5.0
Antonino Gallo,62.8,Sassuolo,Trasf.,,5.5
Marco Palestra,62.6,Torino,Casa,,6.5
Mario Gila,62.3,Roma,Trasf.,,5.0
Tobias Slotsager,62.0,Inter,Trasf.,,6.0
Joao Mario,61.9,Fiorentina,Casa,,6.5
Saul Coco,61.7,Cagliari,Trasf.,,6.0
Martin Frese,61.5,Inter,Trasf.,,6.0
Woyo Coulibaly,61.5,Lecce,Casa,,5.5
Mathias Olivera,61.4,Pisa,Trasf.,,6.0
Fikayo Tomori,61.4,Genoa,Trasf.,,5.0
Davide Bartesaghi,61.3,Genoa,Trasf.,,6.0
Brooke Nortoncuffy,61.2,Milan,Casa,,5.5
Ignace Van Der Brempt,61.1,Parma,Casa,,6.0
Sebastian Walukiewicz,61.0,Lecce,Casa,,5.5
Jeandaniel Akpaakpro,61.0,Inter,Trasf.,,6.0
Koni De Winter,61.0,Genoa,Trasf.,,5.5
Tommaso Barbieri,60.8,Udinese,Trasf.,,5.0
Pasquale Mazzocchi,60.7,Pisa,Trasf.,,7.0
Enzo Ebosse,60.7,Inter,Trasf.,,6.5
Mariano Troilo,60.0,Como,Trasf.,,5.5
Simone Canestrelli,60.0,Napoli,Casa,,5.5
Danilo Veiga,60.0,Sassuolo,Trasf.,,6.0
Lorenzo De Silvestri,59.7,Atalanta,Trasf.,,6.0
Tarik Muharemovic,59.6,Lecce,Casa,,5.0
Alessio Romagnoli,59.3,Roma,Trasf.,,3.0
Sebastian Otoa,59.0,Milan,Casa,,6.0
Gaby Jean,58.9,Sassuolo,Trasf.,,6.0
Marin Pongracic,58.8,Juventus,Trasf.,,6.5
Alessandro Circati,58.8,Como,Trasf.,,5.0
Luca Marianucci,58.8,Cagliari,Trasf.,,5.0
Angelino,58.5,Lazio,Casa,,6.0
Nadir Zortea,58.5,Atalanta,Trasf.,,6.0
Federico Gatti,58.4,Fiorentina,Casa,,5.0
Luca Ranieri,58.4,Juventus,Trasf.,,5.5
Lautaro Valenti,58.3,Como,Trasf.,,6.0
Valentino Lazaro,58.2,Cagliari,Trasf.,,4.5
Josh Doig,58.0,Lecce,Casa,,4.5
Filippo Romagna,58.0,Lecce,Casa,,6.5
Arturo Calabresi,57.8,Napoli,Casa,,5.0
Daniele Rugani,57.7,Fiorentina,Casa,,6.0
Alberto Dossena,57.6,Torino,Casa,,6.0
Cristiano Biraghi,57.3,Cagliari,Trasf.,,6.0
Pietro Comuzzo,57.0,Juventus,Trasf.,,6.0
Jamil Siebert,57.0,Sassuolo,Trasf.,,6.0
Estupinan,56.8,Genoa,Trasf.,,5.5
Juan Cuadrado,56.6,Napoli,Casa,,5.5
Jean Onana,56.6,Milan,Casa,,6.0
Niakhate Ndiaye,56.1,Como,Trasf.,,5.0
Rui Modesto,56.1,Cremonese,Casa,,7.0
Alessandro Di Pardo,55.4,Torino,Casa,,s.v.
Juan Jesus,55.2,Pisa,Trasf.,,5.0
Sascha Britschgi,55.0,Como,Trasf.,,3.0
Raoul Bellanova,55.0,Bologna,Casa,,5.5
Konstantinos Tsimikas,54.8,Lazio,Casa,,6.0
Eivind Helland,54.7,Atalanta,Trasf.,,6.5
Manuel Lazzari,53.8,Roma,Trasf.,,6.0
Eddy Kouadio,53.6,Juventus,Trasf.,,s.v.
Torbjorn Heggem,53.4,Atalanta,Trasf.,,6.5
Mikayil Faye,53.2,Udinese,Trasf.,,5.5
Francesco Folino,53.1,Udinese,Trasf.,,s.v.
Rosen Bozhinov,52.8,Napoli,Casa,,3.0
Raul Albiol,52.0,Napoli,Casa,,5.0
Matteo Palma,51.9,Cremonese,Casa,,6.0
Niels Nkounkou,51.9,Cagliari,Trasf.,,5.5
Elseid Hysaj,51.6,Roma,Trasf.,,s.v.
Jan Ziolkowski,51.4,Lazio,Casa,,s.v.
Corrie Ndaba,50.7,Sassuolo,Trasf.,,s.v.
Mathias Lovik,50.6,Como,Trasf.,,s.v.
Federico Ceccherini,50.6,Udinese,Trasf.,,6.5
Giovanni Bonfanti,50.6,Napoli,Casa,,6.0
Tariq Lamptey,50.0,Juventus,Trasf.,,5.5
Fallou Cham,49.5,Inter,Trasf.,,6.0
Charalampos Lykogiannis,49.4,Atalanta,Trasf.,,5.5
Matias Perez,49.4,Sassuolo,Trasf.,,5.5
Saba Goglichidze,49.3,Cremonese,Casa,,s.v.
Adam Masina,49.0,Cagliari,Trasf.,,5.5
Valentin Carboni,48.7,Milan,Casa,,s.v.
Owen Kouassi,47.1,Sassuolo,Trasf.,,4.0
Mattia Viti,47.1,Juventus,Trasf.,,5.0
Pablo Mari,46.6,Juventus,Trasf.,,6.0
Francesco Coppola,46.1,Napoli,Casa,,s.v.
Pol Lirola,45.5,Inter,Trasf.,,s.v.
Mateus Lusuardi,45.4,Napoli,Casa,,5.0
