Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Billy Gilmour,61.6,Lazio,Casa,,5.5
Roberto Gagliardini,61.6,Milan,Casa,,5.5
Jens Odgaard,61.6,Juventus,Trasf.,,s.v.
Alberto Grassi,61.6,Torino,Casa,,5.0
Kouadio Kone,61.6,Atalanta,Casa,,5.0
Matteo Prati,61.4,Cremonese,Trasf.,,5.5
Alieu Fadera,61.4,Como,Casa,,6.0
Faustino Anjorin,61.4,Cremonese,Trasf.,,6.0
Lennon Miller,61.1,Parma,Casa,,s.v.
Patrizio Masini,60.8,Pisa,Trasf.,,6.5
Mattia Zaccagni,60.7,Napoli,Trasf.,,3.5
Oliver Sorensen,60.7,Udinese,Trasf.,,6.0
Idrissa Toure,60.6,Genoa,Casa,,5.5
Edoardo Iannoni,60.5,Como,Casa,,s.v.
Nahuel Estevez,60.5,Udinese,Trasf.,,6.0
Simon Sohm,59.9,Lecce,Trasf.,,5.0
Danilo Cataldi,59.8,Napoli,Trasf.,,6.0
Davide Frattesi,59.8,Cagliari,Casa,,s.v.
Mandela Keita,59.7,Udinese,Trasf.,,7.0
Neil El Aynaoui,59.6,Atalanta,Casa,,5.0
Luca Lipani,59.6,Como,Casa,,6.0
Ruslan Malinovskiy,59.5,Pisa,Trasf.,,s.v.
Edon Zhegrova,59.4,Bologna,Casa,,6.0
Tommaso Pobega,59.3,Juventus,Trasf.,,5.0
Teun Koopmeiners,59.0,Bologna,Casa,,6.0
Gaetano Oristanio,59.0,Udinese,Trasf.,,6.0
Fisayo Delebashiru,58.8,Napoli,Trasf.,,6.0
Andy Diouf,58.4,Cagliari,Casa,,s.v.
Giovanni Fabbian,58.3,Lecce,Trasf.,,6.0
Fabio Miretti,57.5,Bologna,Casa,,6.0
Abdelhamid Sabiri,57.0,Lecce,Trasf.,,5.5
Martin Payero,56.9,Torino,Casa,,6.0
Christian Ordonez,56.9,Udinese,Trasf.,,6.0
Joseph Liteta,56.8,Inter,Trasf.,,7.0
Yunus Musah,56.5,Roma,Trasf.,,6.0
Kristjan Asllani,56.5,Cremonese,Trasf.,,5.5
Seydou Fini,56.2,Pisa,Trasf.,,6.0
Al Musrati,56.2,Milan,Casa,,5.0
Warren Bondo,55.9,Torino,Casa,,5.0
Ivan Ilic,55.4,Cremonese,Trasf.,,6.0
Oumar Ngom,55.4,Fiorentina,Casa,,5.5
Calvin Stengs,55.4,Genoa,Casa,,5.5
Cheikh Niasse,54.8,Milan,Casa,,6.0
Tomas Suslov,54.6,Milan,Casa,,3.0
Filip Kostic,54.6,Bologna,Casa,,5.5
Jeremy Sarmiento,54.5,Torino,Casa,,5.5
Oier Zarraga,54.5,Parma,Casa,,6.0
Jacob Ondrejka,54.4,Udinese,Trasf.,,6.0
Grigoris Kastanos,54.4,Milan,Casa,,s.v.
Nicolae Stanciu,53.8,Pisa,Trasf.,,1.5
Hernani,53.6,Udinese,Trasf.,,5.5
Lorenzo Venturino,53.2,Atalanta,Casa,,6.0
Lorran,53.2,Genoa,Casa,,5.5
Isak Vural,52.3,Genoa,Casa,,5.0
Reda Belahyane,52.3,Napoli,Trasf.,,s.v.
Alex Sala,52.2,Fiorentina,Casa,,s.v.
Adrien Tameze,51.1,Cremonese,Trasf.,,s.v.
Olaf Gorter,50.7,Fiorentina,Casa,,5.5
Amir Richardson,49.9,Lecce,Trasf.,,5.0
Thorir Helgason,49.8,Fiorentina,Casa,,s.v.
