Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Elseid Hysaj,52.3,Pisa,Casa,,s.v.
Jan Ziolkowski,51.5,Verona,Trasf.,,5.0
Niels Nkounkou,51.5,Juventus,Casa,,6.0
Federico Ceccherini,51.4,Como,Casa,,6.5
Matteo Palma,51.1,Napoli,Trasf.,,6.0
Tariq Lamptey,51.0,Atalanta,Casa,,5.5
Niakhate Ndiaye,50.7,Sassuolo,Casa,,6.0
Fallou Cham,50.6,Roma,Casa,,6.0
Corrie Ndaba,50.1,Genoa,Casa,,s.v.
Mathias Lovik,49.9,Sassuolo,Casa,,s.v.
Charalampos Lykogiannis,49.8,Inter,Casa,,5.5
Matias Perez,48.9,Genoa,Casa,,5.5
Giovanni Bonfanti,48.8,Lazio,Trasf.,,6.0
Valentin Carboni,48.4,Lecce,Trasf.,,s.v.
Pablo Mari,47.6,Atalanta,Casa,,6.0
Mattia Viti,47.6,Atalanta,Casa,,5.0
Adam Masina,47.4,Juventus,Casa,,5.5
Owen Kouassi,47.4,Genoa,Casa,,4.0
Francesco Coppola,46.5,Lazio,Trasf.,,s.v.
Saba Goglichidze,46.2,Napoli,Trasf.,,s.v.
Pol Lirola,45.8,Roma,Casa,,s.v.
Mateus Lusuardi,45.3,Lazio,Trasf.,,5.0
