Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Edoardo Iannoni,55.9,Lecce,Casa,,s.v.
Kristjan Asllani,55.9,Cagliari,Trasf.,,5.5
Simon Sohm,55.9,Juventus,Trasf.,,s.v.
Abdelhamid Sabiri,55.1,Juventus,Trasf.,,5.5
Michele Collocolo,54.7,Udinese,Trasf.,,s.v.
Gaetano Oristanio,54.6,Como,Trasf.,,6.0
Seydou Fini,54.6,Milan,Casa,,6.0
Jacob Ondrejka,54.6,Como,Trasf.,,6.0
Filip Kostic,54.6,Fiorentina,Casa,,5.5
Vasilije Adzic,54.5,Fiorentina,Casa,,s.v.
Grigoris Kastanos,54.4,Inter,Trasf.,,s.v.
Yunus Musah,54.4,Bologna,Casa,,5.5
Ivan Ilic,54.1,Cagliari,Trasf.,,6.0
Jeremy Sarmiento,54.0,Udinese,Trasf.,,5.5
Hernani,53.7,Como,Trasf.,,5.5
Fisayo Delebashiru,53.2,Roma,Trasf.,,5.5
Reda Belahyane,53.2,Roma,Trasf.,,s.v.
Nicolae Stanciu,52.3,Milan,Casa,,1.5
Alex Sala,52.2,Sassuolo,Trasf.,,s.v.
Aster Vranckx,51.7,Lecce,Casa,,s.v.
Calvin Stengs,50.9,Napoli,Casa,,5.5
Olaf Gorter,50.7,Sassuolo,Trasf.,,5.5
Adrien Tameze,50.7,Cagliari,Trasf.,,s.v.
Amir Richardson,48.7,Juventus,Trasf.,,5.0
Maxwel Cornet,46.0,Milan,Casa,,6.0
