Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
marco brescianini,72.6,cremonese,trasf.,,7.0
lazar samardzic,71.8,inter,trasf.,,5.0
alessio zerbin,71.4,fiorentina,casa,,5.0
piotr zielinski,71.0,atalanta,casa,,5.5
santiago pierotti,70.8,napoli,trasf.,,7.0
petar sucic,70.2,atalanta,casa,,5.0
giovanni fabbian,69.1,cremonese,trasf.,,s.v.
ismael kone,69.0,bologna,casa,,5.5
michel aebischer,68.9,cagliari,casa,,6.0
fisayo delebashiru,68.7,milan,casa,,6.5
lennon miller,67.5,juventus,casa,,5.5
maxence caqueret,67.4,roma,casa,,5.5
samuele ricci,66.9,lazio,trasf.,,s.v.
mikael ellertsson,66.9,verona,trasf.,,6.5
mehdi leris,66.6,cagliari,casa,,6.5
luis henrique,66.6,atalanta,casa,,6.0
al musrati,66.5,genoa,casa,,s.v.
morten frendrup,65.8,verona,trasf.,,7.0
reda belahyane,65.7,milan,casa,,s.v.
ylber ramadani,65.7,napoli,trasf.,,6.0
jakub piotrowski,65.7,juventus,casa,,5.5
junior messias,65.6,verona,trasf.,,6.5
youssef maleh,65.5,napoli,trasf.,,5.5
abdou harroui,65.4,genoa,casa,,5.0
gvidas gineitis,65.3,parma,casa,,6.0
henrikh mkhitaryan,65.1,atalanta,casa,,6.0
ebenezer akinsanmiro,64.9,cagliari,casa,,6.5
edon zhegrova,64.7,udinese,trasf.,,6.5
nicolo barella,64.7,atalanta,casa,,7.0
joseph liteta,64.6,pisa,trasf.,,7.0
jack harrison,64.6,cremonese,trasf.,,6.5
sergi roberto,64.4,roma,casa,,5.0
teun koopmeiners,64.4,udinese,trasf.,,6.0
lassana coulibaly,64.4,napoli,trasf.,,6.5
christian ordonez,64.3,torino,trasf.,,4.5
roberto gagliardini,63.8,genoa,casa,,5.5
emirhan ilkhan,63.8,parma,casa,,10.0
remo freuler,63.8,sassuolo,trasf.,,6.0
kevin de bruyne,63.7,lecce,casa,,7.5
idrissa toure,63.5,cagliari,casa,,s.v.
jurgen ekkelenkamp,63.5,juventus,casa,,5.0
luca lipani,63.4,bologna,casa,,4.5
rolando mandragora,63.4,cremonese,trasf.,,8.0
marten de roon,63.4,inter,trasf.,,6.0
mandela keita,63.3,torino,trasf.,,3.0
billy gilmour,63.2,lecce,casa,,7.0
fabio miretti,63.2,udinese,trasf.,,5.5
lorenzo venturino,63.1,como,trasf.,,5.0
nahuel estevez,63.1,torino,trasf.,,5.5
ardon jashari,63.0,lazio,trasf.,,5.0
kenneth taylor,63.0,milan,casa,,7.0
cristian volpato,62.9,bologna,casa,,6.5
christian kabasele,62.9,juventus,casa,,4.5
gabriele piccinini,62.8,cagliari,casa,,5.5
yunus musah,62.8,inter,trasf.,,5.0
simon sohm,62.8,cremonese,trasf.,,6.5
malthe hojholt,62.8,cagliari,casa,,6.5
hans caviglia,62.5,torino,trasf.,,5.5
oier zarraga,62.4,juventus,casa,,5.0
ivan ilic,62.3,parma,casa,,6.0
oumar ngom,61.9,napoli,trasf.,,5.0
martin payero,61.9,fiorentina,casa,,6.5
oliver sorensen,61.8,torino,trasf.,,6.0
cheikh niasse,61.5,genoa,casa,,6.0
cher ndour,61.5,cremonese,trasf.,,6.0
benjamin cremaschi,61.5,torino,trasf.,,s.v.
jacob ondrejka,61.3,torino,trasf.,,6.0
matteo prati,61.3,parma,casa,,6.0
warren bondo,61.3,fiorentina,casa,,4.0
riyad idrissi,61.2,pisa,trasf.,,s.v.
davide frattesi,61.0,atalanta,casa,,6.0
marius marin,59.5,cagliari,casa,,6.0
jacopo fazzini,59.4,cremonese,trasf.,,6.0
neil el aynaoui,59.1,como,trasf.,,6.0
kristjan asllani,59.1,parma,casa,,5.5
andy diouf,59.0,atalanta,casa,,6.0
filip kostic,59.0,udinese,trasf.,,s.v.
tommaso pobega,58.0,sassuolo,trasf.,,6.0
romano floriani,57.8,fiorentina,casa,,4.5
stephan el shaarawy,57.8,como,trasf.,,6.0
alberto grassi,57.8,fiorentina,casa,,5.0
abdelhamid sabiri,57.5,cremonese,trasf.,,5.5
adrien tameze,56.9,parma,casa,,5.5
tomas suslov,56.7,genoa,casa,,6.0
faustino anjorin,56.7,parma,casa,,s.v.
edoardo iannoni,56.3,bologna,casa,,6.0
maxwel cornet,55.9,verona,trasf.,,4.0
nicolae stanciu,55.4,verona,trasf.,,1.5
amir richardson,55.2,cremonese,trasf.,,5.0
aster vranckx,54.6,bologna,casa,,5.5
ruslan malinovskiy,54.3,verona,trasf.,,s.v.
hernani,53.8,torino,trasf.,,5.5
alex sala,53.2,napoli,trasf.,,6.0
olaf gorter,53.0,napoli,trasf.,,5.5
vasilije adzic,53.0,udinese,trasf.,,s.v.
jeremy sarmiento,52.8,fiorentina,casa,,5.5
thorir helgason,52.6,napoli,trasf.,,5.5
lorran,52.5,cagliari,casa,,5.5
seydou fini,52.3,verona,trasf.,,6.0
grigoris kastanos,51.7,genoa,casa,,s.v.
