iter	MAE	RMSE
884	0.3699172276	0.4765999818
885	0.3697904378	0.4764332008
886	0.3696897293	0.4762972028
887	0.3695707456	0.4761689059
888	0.3694312425	0.4759946406
889	0.3692985224	0.4758180148
890	0.3692234336	0.4757298957
891	0.3691312831	0.475637389
892	0.3690712184	0.475565161
893	0.3689592333	0.4754276991
894	0.3688817822	0.4753267217
895	0.3687822581	0.475202672
896	0.3687097122	0.4751097417
897	0.3685965531	0.4749518249
898	0.3685383408	0.4748775458
899	0.3684334641	0.4747246089
900	0.3683442151	0.4746179925
901	0.3682695781	0.4745247142
902	0.3681632458	0.4743925605
903	0.3680408891	0.4742486074
904	0.3679735629	0.4741657431
905	0.3678856279	0.4740527769
906	0.3678259268	0.4739854578
907	0.3677311222	0.4738672242
908	0.3676530356	0.473774006
909	0.3675412162	0.473628513
910	0.3674495318	0.4735055852
911	0.3673839265	0.4734235178
912	0.367325743	0.4733568647
913	0.3672475243	0.4732587774
914	0.3672064161	0.4732141422
915	0.3670855851	0.4730797039
916	0.3670240272	0.4730170729
917	0.3669283408	0.4728907638
918	0.3667597902	0.4726594202
919	0.3666802853	0.4725580684
920	0.3666442069	0.4725201291
921	0.366537766	0.472379967
922	0.3664316731	0.4722459121
923	0.3663350515	0.4721310688
924	0.3661835432	0.4719402832
925	0.3660944527	0.4718191884
926	0.3660131331	0.4717171428
927	0.3658732577	0.4715471819
928	0.3658204835	0.471494022
929	0.3657174636	0.4713707538
930	0.3656215219	0.4712644626
931	0.365506362	0.4711142485
932	0.3654107966	0.4709982927
933	0.3653059689	0.470867977
934	0.3652145389	0.4707451095
935	0.3650828102	0.4705855331
936	0.3650039154	0.4704916149
937	0.3648990115	0.4703515719
938	0.3648545538	0.4702834671
939	0.3648097392	0.4702355105
940	0.3647010329	0.4701064709
941	0.3645704477	0.4699329626
942	0.3644627671	0.4697999627
943	0.364368221	0.4696897921
944	0.3642836164	0.4695876837
945	0.3642390283	0.4695366989
946	0.3641428699	0.4694238361
947	0.3641038032	0.4693721392
948	0.3640464993	0.4692944306
949	0.3638971662	0.4691223577
950	0.363835062	0.4690363472
951	0.3637704207	0.4689517451
952	0.3637298545	0.4688956893
953	0.3637018981	0.4688549565
954	0.3636454647	0.4688010438
955	0.3635063202	0.4686208081
956	0.3634294882	0.468518241
957	0.3633327269	0.4683975569
958	0.3632375448	0.4682776309
959	0.3631290833	0.4681506527
960	0.3630688598	0.468064908
961	0.3629271015	0.467893192
962	0.3628476166	0.4678052607
963	0.3627007964	0.4676312662
964	0.3626118885	0.4675218745
965	0.3624750124	0.4673532263
966	0.3623561572	0.4671855469
967	0.3622647261	0.4670783778
968	0.3622181981	0.4670268794
969	0.3621159152	0.4668899228
970	0.3620452391	0.4667968733
971	0.3619438032	0.466670316
972	0.3618363301	0.4665376412
973	0.3617420007	0.4664234824
974	0.3616742316	0.4663320308
975	0.3615987703	0.4662372319
976	0.3614638448	0.4660756276
977	0.3613647385	0.465951174
978	0.3612311548	0.4657916588
979	0.3611651654	0.4657176648
980	0.361083253	0.4656045522
981	0.3610363692	0.4655520356
982	0.360989655	0.4654882733
983	0.3609371625	0.4654181934
984	0.3607777713	0.4652254655
985	0.3606581573	0.4650842381
986	0.3605890013	0.4649983449
987	0.3605526723	0.4649554136
988	0.3604035074	0.4647616112
989	0.3603127183	0.4646345189
990	0.3602008545	0.4645000421
991	0.3601088967	0.4643728376
992	0.3600083471	0.464247192
993	0.3599312024	0.4641607727
994	0.3598356866	0.4640386863
995	0.3597187158	0.4638753608
996	0.3596050709	0.4637347224
997	0.3595179148	0.4636348562
998	0.3594330587	0.4635444835
999	0.3593334802	0.4634157824
1000	0.3592551847	0.4633224323
1001	0.3591887303	0.4632568771
1002	0.3591648175	0.46322109
1003	0.3590574964	0.4630865629
1004	0.3589223536	0.4629166902
1005	0.3588331694	0.4628108545
1006	0.3587395512	0.4626860041
1007	0.3586330308	0.462545875
1008	0.3585915087	0.4624918356
1009	0.3585041712	0.4623645523
1010	0.3583763693	0.4621943565
1011	0.3583303819	0.4621275314
1012	0.3582775442	0.4620549598
1013	0.3582314277	0.4619938066
1014	0.3581439411	0.4618789223
1015	0.3580553516	0.4617680618
1016	0.358000673	0.4616979377
1017	0.3579438027	0.4616074379
1018	0.3578831009	0.4615246507
1019	0.357826524	0.4614538768
1020	0.3577953375	0.4614097311
1021	0.357712484	0.4612974748
1022	0.3576267898	0.4611910341
1023	0.3575440562	0.4610863582
1024	0.3574869223	0.4610234929
1025	0.3574045353	0.4609110872
1026	0.3573221842	0.4608030985
1027	0.3572874921	0.460758492
1028	0.3572389822	0.4606993019
1029	0.3571584309	0.4606147537
1030	0.3570589645	0.4604765324
1031	0.3569794404	0.4603868725
1032	0.3569001478	0.4602926164
1033	0.3568519954	0.4602300867
1034	0.3567755533	0.460118382
1035	0.3567624736	0.4601023441
1036	0.3566372557	0.4599309463
1037	0.3565113583	0.4597852191
1038	0.3564026011	0.4596483083
1039	0.3563247263	0.4595566119
1040	0.356235584	0.4594465221
1041	0.3561716549	0.4593566104
1042	0.356107493	0.4592815808
1043	0.3559827133	0.4591394211
1044	0.3558905245	0.4590220313
1045	0.3557991629	0.4589207683
1046	0.3557442785	0.4588523491
1047	0.3556791476	0.4587891853
1048	0.3555541695	0.458633262
1049	0.3554702675	0.4585196182
1050	0.3553688131	0.4583934558
1051	0.3553602359	0.4583830177
1052	0.3552242223	0.4582095107
1053	0.3551681254	0.4581444513
1054	0.3550736008	0.4580373091
1055	0.3550183404	0.457976136
1056	0.3549182215	0.4578507829
1057	0.354802255	0.4577037629
1058	0.3547606444	0.4576630554
1059	0.3546649404	0.4575473016
1060	0.3545744258	0.4574239334
1061	0.3544463524	0.4572480553
1062	0.3543268246	0.4571013498
1063	0.3542370071	0.4569830347
1064	0.3541085739	0.4568192514
1065	0.3540162791	0.4566926907
1066	0.3539182204	0.4565836349
1067	0.3538391981	0.4564774011
1068	0.3537500025	0.4563548039
1069	0.353703809	0.4562992454
1070	0.3536659208	0.4562511765
1071	0.3535636881	0.4561350725
1072	0.353510983	0.456070463
1073	0.353477294	0.4560343225
1074	0.3533971189	0.4559334416
1075	0.3533123606	0.4558305757
1076	0.3532354608	0.4557211039
1077	0.3531303821	0.4555992891
1078	0.3530374301	0.4554866562
1079	0.3529674378	0.4554093165
1080	0.3528573988	0.4552651914
1081	0.3527796654	0.4551723897
1082	0.3527375268	0.455115691
1083	0.3526532138	0.4550109138
1084	0.3525829395	0.4549309994
1085	0.3524380749	0.4547313792
1086	0.352357187	0.4546299557
1087	0.3522359707	0.4544778438
1088	0.3522011368	0.4544338716
1089	0.3521308682	0.4543438012
1090	0.3520272415	0.4542259516
1091	0.3519750017	0.4541617249
1092	0.3519347326	0.4541153752
1093	0.351893782	0.4540623472
1094	0.3517997757	0.4539254442
1095	0.3516854914	0.4537813156
1096	0.3516163005	0.4537065752
1097	0.3515365065	0.4536133781
1098	0.3514663601	0.4535261038
1099	0.3513697991	0.4533935679
1100	0.3512986614	0.453314893
1101	0.3511981355	0.4531999138
1102	0.3511196828	0.4531085243
1103	0.3510788893	0.4530517546
1104	0.3509638402	0.4528977526
1105	0.3508689359	0.4527642763
1106	0.3507489314	0.4526139509
1107	0.3506993664	0.4525512959
1108	0.3506590137	0.4524986861
1109	0.3505665639	0.4523804358
1110	0.3504352841	0.4522221784
1111	0.3503453334	0.45211759
1112	0.3502805813	0.4520356588
1113	0.3502332961	0.4519818504
1114	0.3501420088	0.4518757018
1115	0.3500667576	0.4517722524
1116	0.349997718	0.4516919791
1117	0.3499249464	0.4516121664
1118	0.3498224641	0.4514751162
1119	0.349715805	0.4513662156
1120	0.3496829714	0.4513179978
1121	0.3496187008	0.4512390014
1122	0.3495209914	0.4510988296
1123	0.3494371829	0.4509871844
1124	0.3494076439	0.4509507028
1125	0.3493358277	0.4508561449
1126	0.3492966409	0.4508120202
1127	0.3492165546	0.4507291335
1128	0.3491311221	0.4506293082
1129	0.3490604075	0.4505435412
1130	0.349018578	0.4504934921
1131	0.3489411916	0.4504015428
1132	0.3488645419	0.450311839
1133	0.3487654349	0.45018927
1134	0.348730314	0.4501463458
1135	0.3486121675	0.4500002345
1136	0.3485250089	0.4498834048
1137	0.3484334392	0.4497667905
1138	0.3483539005	0.4496657706
1139	0.348299327	0.4496036252
1140	0.3482490402	0.4495472911
1141	0.3482289661	0.4495233624
1142	0.348192439	0.4494705513
1143	0.3480779738	0.449338471
1144	0.3479996538	0.4492327891
1145	0.3479587361	0.4491815006
1146	0.3478616155	0.4490627443
1147	0.3478094239	0.4489866058
1148	0.3477046857	0.4488541372
1149	0.3476284364	0.4487467427
1150	0.347566406	0.4486701517
1151	0.3475014581	0.4485781513
1152	0.3474027377	0.4484603684
1153	0.3473102305	0.4483390241
1154	0.3472440692	0.4482585223
1155	0.3471313572	0.4481128923
1156	0.3470674481	0.4480557124
1157	0.3469700722	0.4479510419
1158	0.3468495134	0.4477955399
1159	0.346760397	0.4476992589
1160	0.3466270864	0.4475355497
1161	0.3465375286	0.447420712
1162	0.3464617838	0.4473169556
1163	0.3463260236	0.4471488512
1164	0.3462482615	0.4470267261
1165	0.3461747589	0.4469358206
1166	0.3460199803	0.4467412707
1167	0.3459806845	0.4466904117
1168	0.3458753983	0.4465778101
1169	0.3457804254	0.4464590279
1170	0.3457033044	0.4463803568
1171	0.3456249183	0.4462724542
1172	0.3455732641	0.4462082322
1173	0.3454524313	0.4460758695
1174	0.3453980094	0.4460009218
1175	0.3453189956	0.4459095841
1176	0.3452469172	0.4458087875
1177	0.3451818478	0.4457241448
1178	0.3451722259	0.4457149109
1179	0.3450885188	0.4456098682
1180	0.3450359919	0.4455487584
1181	0.344962712	0.4454503947
1182	0.3448260236	0.4452928066
1183	0.3447914865	0.4452518218
1184	0.3446781716	0.4451038151
1185	0.3445945372	0.4450052773
1186	0.3444973309	0.4448739635
1187	0.3443885977	0.44474714
1188	0.3443142761	0.4446526413
1189	0.344280509	0.4446060366
1190	0.3442053119	0.4445186619
1191	0.3441154513	0.44441908
1192	0.3440667546	0.4443683913
1193	0.3440178351	0.4443099407
1194	0.34392159	0.4441860899
1195	0.3438911792	0.4441537956
1196	0.3437980475	0.4440359476
1197	0.3437149881	0.443938795
1198	0.3436238906	0.4438216843
1199	0.3435334175	0.4437111987
