player,match_id,sum_xG,goals,season,date,minutes_played,games,time,goals_total,xG,assists,xA,shots,key_passes,position,player_team,npg,npxG,xGChain,xGBuildup,opponent_team,shots_per90,xG_per90,goals_per90,is_goals,xG_last5,shots_last5,goals_last5,xG_cummean,minutes_played_last5,finishing_efficiency,finishing_efficiency_hist,shots_hist,finishing_eff_weighted,finishing_form
aaron martin,3898,0.0,0.0,2016,2017-01-15,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.0039907998659394,85.0,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,3905,0.0,0.0,2016,2017-01-21,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.00365823321044445,89.4,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,3920,0.0,0.0,2016,2017-01-29,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.0033768306557948767,90.0,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,3931,0.0,0.0,2016,2017-02-04,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.003135628466095243,77.2,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,3942,0.0,0.0,2016,2017-02-10,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.0029265865683555598,69.8,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,3952,0.0,0.0,2016,2017-02-18,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.0027436749078333374,76.2,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,3955,0.0120428996160626,0.0,2016,2017-02-26,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.002582282266196082,78.6,0.0,0.0,0.0,0.0,0.3561715172833926
aaron martin,3968,0.0,0.0,2016,2017-03-01,90,,,,,,,,,,,,,,,,,,,0,0.00240857992321252,,0.0,0.003107872118966444,90.0,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,3975,0.0,0.0,2016,2017-03-04,90,,,,,,,,,,,,,,,,,,,0,0.00240857992321252,,0.0,0.0029442999021787367,63.8,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,3991,0.0,0.0,2016,2017-03-10,90,,,,,,,,,,,,,,,,,,,0,0.00240857992321252,,0.0,0.0027970849070698,53.6,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,3995,0.0,0.0,2016,2017-03-18,90,,,,,,,,,,,,,,,,,,,0,0.00240857992321252,,0.0,0.002663890387685524,82.2,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,4011,0.0,0.0,2016,2017-03-31,90,,,,,,,,,,,,,,,,,,,0,0.00240857992321252,,0.0,0.0025428044609725454,72.6,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,4032,0.0105908997356891,0.0,2016,2017-04-08,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.002432247745278087,78.2,0.0,0.0,0.0,0.0,0.3541375989938491
aaron martin,4044,0.0,0.0,2016,2017-04-16,90,,,,,,,,,,,,,,,,,,,0,0.00211817994713782,,0.0,0.0027721915782118792,54.4,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,4053,0.0,0.0,2016,2017-04-22,90,,,,,,,,,,,,,,,,,,,0,0.00211817994713782,,0.0,0.002661303915083404,80.2,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,4059,0.0,0.0,2016,2017-04-25,90,,,,,,,,,,,,,,,,,,,0,0.00211817994713782,,0.0,0.0025589460721955806,58.2,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,4065,0.0,0.0,2016,2017-04-29,90,,,,,,,,,,,,,,,,,,,0,0.00211817994713782,,0.0,0.0024641702917438924,90.0,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,4088,0.0,0.0,2016,2017-05-13,90,,,,,,,,,,,,,,,,,,,0,0.00211817994713782,,0.0,0.0023761642098958963,88.8,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,4097,0.0,0.0,2016,2017-05-19,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.002294227513002934,87.8,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,7883,0.0,0.0,2017,2017-08-19,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.0022177532625695033,54.2,0.0,0.0,0.0,0.0,0.22771533004500166
aaron martin,7892,0.0142141999676823,0.0,2017,2017-08-27,90,,,,,,,,,,,,,,,,,,,0,0.0,,0.0,0.0021462128347446807,85.4,0.0,0.0,0.0,0.0,0.3615068681588618
